기관명,분류,검진실 전화번호,대표번호,도시,지역구,상세주소,관련 검진수,일반검진,위암검진,간암검진,대장암검진,유방암검진,우편번호,권역,위도(X),경도(Y),정렬용_지역키
삼성참내과의원,내과의원,02-2665-3377,02-2665-3377,서울특별시,강서구,서울특별시 강서구 공항대로 38 3층 (공항동),5,TRUE,TRUE,TRUE,TRUE,TRUE,07623,수도권,126.811572673743,37.5609740878002,11_500
마곡휴연합의원,의원,02-862-2566,02-862-2566,서울특별시,강서구,"서울특별시 강서구 마곡동로 61 에이스프라자 4층 401,402호 (마곡동)",4,TRUE,TRUE,TRUE,TRUE,FALSE,07802,수도권,126.833159684952,37.5606177863587,11_500
류마내과의원,내과의원,02-2605-0279,02-2605-0279,서울특별시,강서구,"서울특별시 강서구 화곡로 142 2층 201호 (화곡동, 메가박스)",1,TRUE,FALSE,FALSE,FALSE,FALSE,07715,수도권,126.837581836675,37.5405665780291,11_500
박종오내과의원,내과의원,02-3662-5797,02-3662-5797,서울특별시,강서구,"서울특별시 강서구 양천로57길 16 2층 (가양동, 영보빌딩)",4,TRUE,TRUE,TRUE,TRUE,FALSE,07526,수도권,126.852504476699,37.5633752671263,11_500
발산연세내과의원,내과의원,02-2668-7575,02-2668-7575,서울특별시,강서구,"서울특별시 강서구 강서로 385 5층 508, 509, 513호(마곡동, 우성에스비타워) (마곡동)",5,TRUE,TRUE,TRUE,TRUE,TRUE,07803,수도권,126.838304106686,37.5600926354663,11_500
서울안심내과의원,내과의원,02-2604-3330,02-2604-3330,서울특별시,강서구,서울특별시 강서구 강서로 193 2층 (화곡동),4,TRUE,TRUE,TRUE,TRUE,FALSE,07707,수도권,126.838305757944,37.543351477505,11_500
연세메디플러스의원,의원,02-3662-3040,02-3662-3040,서울특별시,강서구,서울특별시 강서구 양천로 431 홈플러스가양점 지하2층 (가양동),0,FALSE,FALSE,FALSE,FALSE,FALSE,07527,수도권,126.849960213917,37.5642640468035,11_500
삼성바른내과의원,내과의원,02-2606-8275,02-2606-8275,서울특별시,강서구,"서울특별시 강서구 강서로 231 2층 209호 (화곡동, 우장산역 해링턴 타워)",5,TRUE,TRUE,TRUE,TRUE,TRUE,07705,수도권,126.836117683731,37.546244810291,11_500
에이치아이여성의원,의원,02-3662-0401,02-3662-0401,서울특별시,강서구,서울특별시 강서구 강서로 463 새싹타워 2층 (마곡동),0,FALSE,FALSE,FALSE,FALSE,FALSE,07791,수도권,126.840446253714,37.5669463591713,11_500
성모탑가정의학과의원,의원,02-2607-7979,02-2607-7979,서울특별시,강서구,"서울특별시 강서구 곰달래로49길 29 2층 (화곡동, 산호빌딩)",0,FALSE,FALSE,FALSE,FALSE,FALSE,07748,수도권,126.85758089585,37.5329503813347,11_500
아이비산부인과의원,의원,02-2668-8998,02-2668-8998,서울특별시,강서구,서울특별시 강서구 강서로 385 우성에스비타워 7층 707호 (마곡동),0,FALSE,FALSE,FALSE,FALSE,FALSE,07803,수도권,126.838304106686,37.5600926354663,11_500
메디엘라산부인과의원,의원,02-3663-7942,02-3663-7942,서울특별시,강서구,서울특별시 강서구 공항대로 269-15 힐스테이트에코마곡 3층 311호 (마곡동),0,FALSE,FALSE,FALSE,FALSE,FALSE,07803,수도권,126.837242277605,37.5596113961056,11_500
아산바른내과의원,내과의원,02-2088-5050,02-2088-5050,서울특별시,강서구,서울특별시 강서구 등촌로5길 2 4층 (화곡동),5,TRUE,TRUE,TRUE,TRUE,TRUE,07741,수도권,126.863297865971,37.5334847631785,11_500
이현주산부인과의원,의원,02-2663-9663,02-2663-9663,서울특별시,강서구,"서울특별시 강서구 공항대로 168 5층 501,502호 (마곡동)",0,FALSE,FALSE,FALSE,FALSE,FALSE,07807,수도권,126.826136981493,37.5592736391913,11_500
마곡중앙내과의원,내과의원,02-6952-8030,02-6952-8030,서울특별시,강서구,"서울특별시 강서구 공항대로 168 5층 511,512,513호 (마곡동)",5,TRUE,TRUE,TRUE,TRUE,TRUE,07807,수도권,126.826136981493,37.5592736391913,11_500
마곡성모내과신경과의원,내과의원,02-6217-8800,02-6217-8800,서울특별시,강서구,"서울특별시 강서구 공항대로 164 류마타워 2층 201,202,203호 (마곡동)",5,TRUE,TRUE,TRUE,TRUE,TRUE,07807,수도권,126.825514827621,37.5593259702511,11_500
연세든든내과의원,내과의원,02-6347-8880,02-6347-8880,서울특별시,강서구,"서울특별시 강서구 화곡로 152 CUBE152 2,4층 (화곡동)",5,TRUE,TRUE,TRUE,TRUE,TRUE,07715,수도권,126.838673936917,37.5408959485731,11_500
강서아산내과의원,내과의원,02-6325-7575,02-6325-7575,서울특별시,강서구,서울특별시 강서구 가로공원로76길 51 2~5층 (화곡동),4,TRUE,TRUE,TRUE,TRUE,FALSE,07765,수도권,126.837978157379,37.5348879429263,11_500
연세정성내과의원,내과의원,02-2692-2990,02-2692-2990,서울특별시,강서구,서울특별시 강서구 화곡로 301 원풍빌딩 4층 (화곡동),1,TRUE,FALSE,FALSE,FALSE,FALSE,07686,수도권,126.848779415926,37.5512887316459,11_500
오율의원(마곡본점),의원,02-6956-7585,02-6956-7585,서울특별시,강서구,서울특별시 강서구 마곡서로 157 스프링파크타워 2층 (마곡동),1,TRUE,FALSE,FALSE,FALSE,FALSE,07595,수도권,126.824614680602,37.5681757438857,11_500
서울에코내과의원,내과의원,02-6101-3333,02-6101-3333,서울특별시,강서구,"서울특별시 강서구 공항대로 531 3층 301,302호 (염창동, 한울밸리움)",5,TRUE,TRUE,TRUE,TRUE,TRUE,07562,수도권,126.865471141449,37.5511356670438,11_500
에비뉴여성의원,의원,02-3663-0401,02-3663-0401,서울특별시,강서구,서울특별시 강서구 강서로 380 세민빌딩 6층 (등촌동),0,FALSE,FALSE,FALSE,FALSE,FALSE,07591,수도권,126.83887821316,37.5594884014712,11_500
삼성편한내과의원,내과의원,02-6956-1513,02-6956-1513,서울특별시,강서구,서울특별시 강서구 강서로 173 터보빌딩 3층 (화곡동),5,TRUE,TRUE,TRUE,TRUE,TRUE,07714,수도권,126.83962220933,37.5419221264693,11_500
강서베스트내과의원,내과의원,02-2662-7577,02-2662-7577,서울특별시,강서구,"서울특별시 강서구 방화동로 92 에스메디컬 4,5일부층 (방화동)",4,TRUE,TRUE,TRUE,TRUE,FALSE,07606,수도권,126.813015105953,37.5686086193393,11_500
바른메디내과의원,내과의원,02-2662-7007,02-2662-7007,서울특별시,강서구,서울특별시 강서구 공항대로 236 5층 (마곡동),5,TRUE,TRUE,TRUE,TRUE,TRUE,07805,수도권,126.833754085705,37.5585410180689,11_500
서울힘내과의원,내과의원,02-2659-5575,02-2659-5575,서울특별시,강서구,서울특별시 강서구 양천로 461 주영빌딩 2층 201호 (가양동),5,TRUE,TRUE,TRUE,TRUE,TRUE,07526,수도권,126.852223862157,37.5630457825024,11_500
삼성힐링내과의원,내과의원,02-2638-5486,02-2638-5486,서울특별시,강서구,서울특별시 강서구 양천로 401 강서한강자이타워 204호 (가양동),4,TRUE,TRUE,TRUE,TRUE,FALSE,07528,수도권,126.847638315393,37.5657034766638,11_500
맑은미소내과의원,내과의원,02-2608-7575,02-2608-8275,서울특별시,강서구,"서울특별시 강서구 강서로 27 화곡 심포니 타워 402, 602~4호 (화곡동) ",4,TRUE,TRUE,TRUE,TRUE,FALSE,07778,수도권,126.847206208517,37.5303651480517,11_500
가양성모내과의원,내과의원,02-2668-5050,02-2668-5050,서울특별시,강서구,"서울특별시 강서구 화곡로68길 3 401호, 404~407호 (등촌동) ",5,TRUE,TRUE,TRUE,TRUE,TRUE,07548,수도권,126.854737852729,37.5595836717982,11_500
건강하지항외과의원,의원,02-2699-9700,02-2699-9700,서울특별시,강서구,서울특별시 강서구 강서로 179 301호 (화곡동),4,TRUE,TRUE,TRUE,TRUE,FALSE,07714,수도권,126.839322200876,37.5423627575293,11_500
연세현대내과의원,내과의원,02-3665-8222,02-3665-8222,서울특별시,강서구,서울특별시 강서구 양천로 660 왈도강서캠퍼스 4층 401호 (염창동),5,TRUE,TRUE,TRUE,TRUE,TRUE,07554,수도권,126.870104939409,37.552137629227,11_500
88플러스내과의원,내과의원,02-2661-8800,02-2661-8800,서울특별시,강서구,서울특별시 강서구 방화동로 40 2층 (공항동),5,TRUE,TRUE,TRUE,TRUE,TRUE,07619,수도권,126.811268489685,37.5640509513824,11_500
정앤정메디컬의원,의원,02-2666-7075,02-2666-7075,서울특별시,강서구,서울특별시 강서구 공항대로 36-1 1층 (공항동) ,1,TRUE,FALSE,FALSE,FALSE,FALSE,07623,수도권,126.811337995699,37.5609949765277,11_500
연세위드내과의원,내과의원,02-2698-0111,02-2698-0111,서울특별시,강서구,"서울특별시 강서구 강서로 59 4,5층 (화곡동)",5,TRUE,TRUE,TRUE,TRUE,TRUE,07770,수도권,126.845724927769,37.5328367388375,11_500
연세우리건강내과의원,내과의원,02-2658-8275,02-2658-8275,서울특별시,강서구,"서울특별시 강서구 공항대로 625 지하1, 지상2층 (염창동) ",5,TRUE,TRUE,TRUE,TRUE,TRUE,07558,수도권,126.8742403248,37.5472940163263,11_500
아산서울내과의원,내과의원,02-2658-7570,02-2658-7570,서울특별시,강서구,서울특별시 강서구 공항대로41길 56 진아빌딩 2층 (등촌동) ,5,TRUE,TRUE,TRUE,TRUE,TRUE,07587,수도권,126.846328848733,37.5601861543743,11_500
마곡스카이내과의원,내과의원,02-2663-6675,02-2663-6675,서울특별시,강서구,서울특별시 강서구 양천로30길 123-28 3층 301호 (마곡동) ,4,TRUE,TRUE,TRUE,TRUE,FALSE,07595,수도권,126.823834713895,37.5672925088315,11_500
서울강민신경과의원,의원,02-2665-6798,02-2663-7536,서울특별시,강서구,서울특별시 강서구 강서로 323 2층 (내발산동) ,1,TRUE,FALSE,FALSE,FALSE,FALSE,07632,수도권,126.836553620481,37.5546704615225,11_500
강서바른내과의원,내과의원,02-3661-2580,02-3661-2580,서울특별시,강서구,서울특별시 강서구 양천로 683 3층 (염창동) ,5,TRUE,TRUE,TRUE,TRUE,TRUE,07540,수도권,126.872349034555,37.5509619320852,11_500
서울센트럴메디케어의원,의원,02-6384-7585,02-6384-7585,서울특별시,강서구,서울특별시 강서구 마곡중앙8로5길 11 마곡파인스퀘어Ⅲ 3층 301~315호 (마곡동) ,5,TRUE,TRUE,TRUE,TRUE,TRUE,07794,수도권,126.837098401629,37.5619100886907,11_500
세란내과의원,내과의원,02-2698-6933,02-2698-6933,서울특별시,강서구,서울특별시 강서구 화곡로 346 3층 (화곡동) ,5,TRUE,TRUE,TRUE,TRUE,TRUE,07653,수도권,126.8520185641,37.5545091254843,11_500
아산온유외과의원,의원,02-6958-7508,02-6958-7508,서울특별시,강서구,서울특별시 강서구 양천로 490 8층 801호 (등촌동) ,1,FALSE,FALSE,FALSE,FALSE,TRUE,07575,수도권,126.854472954474,37.5610683674353,11_500
영화로운여성의원,의원,02-6954-2575,02-6954-2575,서울특별시,강서구,서울특별시 강서구 공항대로 165 2층 201호 (마곡동) ,0,FALSE,FALSE,FALSE,FALSE,FALSE,07800,수도권,126.824695969186,37.5608751008131,11_500
부민 프레스티지 라이프케어센터 마곡의원,의원,-1644-6725,1644-6725,서울특별시,강서구,서울특별시 강서구 공항대로 165 D동 4층 (마곡동) ,5,TRUE,TRUE,TRUE,TRUE,TRUE,07800,수도권,126.824695969186,37.5608751008131,11_500
바로내과의원,내과의원,02-3012-8585,02-3012-8585,서울특별시,강서구,서울특별시 강서구 양천로 476 금부빌딩 4층 401호 (등촌동) ,5,TRUE,TRUE,TRUE,TRUE,TRUE,07575,수도권,126.853271958466,37.5616001805127,11_500
편안한여성의원,의원,02-6341-0091,02-6341-0091,서울특별시,강서구,서울특별시 강서구 등촌로5길 2 2층 (화곡동) ,0,FALSE,FALSE,FALSE,FALSE,FALSE,07741,수도권,126.863297865971,37.5334847631785,11_500
의) 롯데의료재단 보바스의원,의원,02-6735-6800,02-6735-6800,서울특별시,강서구,서울특별시 강서구 마곡중앙3로 16 VL 르웨스트 1층 (마곡동) ,1,TRUE,FALSE,FALSE,FALSE,FALSE,07800,수도권,126.824552633783,37.5629708738715,11_500
고려대학교의과대학부속구로병원,종합병원,02-1577-9966,02-2626-1114,서울특별시,구로구,서울특별시 구로구 구로동로 148 고려대부속구로병원 (구로동),1,TRUE,FALSE,FALSE,FALSE,FALSE,08308,수도권,126.884511034177,37.4911503253664,11_530
구로성심병원,종합병원,02-2067-1500,02-2067-1500,서울특별시,구로구,서울특별시 구로구 경인로 427 구로성심병원 (고척동),4,FALSE,TRUE,TRUE,TRUE,TRUE,08223,수도권,126.866358244952,37.4996468654605,11_530
삼성미래여성병원,병원,02-2682-2100,02-2682-2100,서울특별시,구로구,서울특별시 구로구 서해안로 2296 삼성미래여성병원 (오류동),1,FALSE,FALSE,FALSE,FALSE,TRUE,08342,수도권,126.84044403086,37.4912413885939,11_530
아름제일병원,병원,02-855-9911,,서울특별시,구로구,"서울특별시 구로구 새말로 94 2~6층, 9층 / 새말로 110 지하1층동 3~6층 (구로동)",5,TRUE,TRUE,TRUE,TRUE,TRUE,08289,수도권,126.890498431184,37.5054702180553,11_530
연세사랑모아여성병원,병원,02-2636-1122,02-2636-1122,서울특별시,구로구,서울특별시 구로구 중앙로 100 (고척동),1,FALSE,FALSE,FALSE,FALSE,TRUE,08218,수도권,126.860612503872,37.5063537038109,11_530
참튼튼병원,병원,02-856-6222,070-4268-7246,서울특별시,구로구,"서울특별시 구로구 시흥대로 547, 금강빌딩 지하1,2~10층(구로동), 디지털로32가길 547 금강빌딩 지하1,2~10층(구로동), 디지털로32가길 25, 티타운빌딩 B102,103,205,206,302 (구로동) ",4,FALSE,TRUE,TRUE,TRUE,TRUE,08392,수도권,126.900393590898,37.4821357843577,11_530
디에이치(DH)대항외과의원,의원,02-3439-8114,02-3439-8114,서울특별시,구로구,서울특별시 구로구 경인로 661 신도림1차푸르지오 259호 (신도림동),4,TRUE,TRUE,TRUE,TRUE,FALSE,08208,수도권,126.887986372819,37.5096619486431,11_530
박산부인과의원,의원,02-862-0865,02-862-0865,서울특별시,구로구,서울특별시 구로구 구로동로 35 (가리봉동),0,FALSE,FALSE,FALSE,FALSE,FALSE,08322,수도권,126.885897028905,37.4849672468365,11_530
정내과의원,내과의원,02-866-0356,02-866-0356,서울특별시,구로구,서울특별시 구로구 구로중앙로 10 정내과 (구로동),5,TRUE,TRUE,TRUE,TRUE,TRUE,08305,수도권,126.892566778378,37.4913305584906,11_530
강내과의원,내과의원,02-2686-3324,02-2686-1835,서울특별시,구로구,서울특별시 구로구 중앙로8길 30 (고척동),4,TRUE,TRUE,TRUE,TRUE,FALSE,08222,수도권,126.864286574719,37.5027670275518,11_530
동진가정의학과의원,의원,02-2617-4527,02-2617-4527,서울특별시,구로구,서울특별시 구로구 오리로 1297 청파빌딩 2층 (궁동),0,FALSE,FALSE,FALSE,FALSE,FALSE,08257,수도권,126.829102863014,37.4972265875958,11_530
남광우내과의원,내과의원,02-2617-1025,02-2617-1025,서울특별시,구로구,서울특별시 구로구 경인로 219 (오류동),3,TRUE,TRUE,TRUE,FALSE,FALSE,08267,수도권,126.845070793391,37.4968157648088,11_530
강서내과의원,내과의원,02-2615-7212,02-2615-7212,서울특별시,구로구,서울특별시 구로구 개봉로 57 3층 (개봉동),3,TRUE,TRUE,TRUE,FALSE,FALSE,08347,수도권,126.855765423363,37.4907685069168,11_530
김관수산부인과의원,의원,02-2618-9817,02-2618-9817,서울특별시,구로구,서울특별시 구로구 개봉로 23 고려크리닉센터 6층 (개봉동),0,FALSE,FALSE,FALSE,FALSE,FALSE,08352,수도권,126.85604415167,37.4877650696629,11_530
애경내과의원,내과의원,02-851-2111,02-851-2111,서울특별시,구로구,서울특별시 구로구 새말로 89 4층 (구로동),2,TRUE,FALSE,TRUE,FALSE,FALSE,08288,수도권,126.889834342021,37.5056097068416,11_530
성재의원,의원,02-2625-7533,02-2625-7533,서울특별시,구로구,서울특별시 구로구 오리로 1268 유림빌딩 1~2층 (궁동),0,FALSE,FALSE,FALSE,FALSE,FALSE,08256,수도권,126.830811943619,37.4949108500598,11_530
한사랑가정의원,의원,02-2686-4884,02-2686-4884,서울특별시,구로구,서울특별시 구로구 오류로8길 57 대성빌딩 (오류동),4,TRUE,TRUE,TRUE,TRUE,FALSE,08341,수도권,126.843387355249,37.492403480765,11_530
오형태내과의원,내과의원,02-2683-6363,02-2683-6363,서울특별시,구로구,서울특별시 구로구 고척로21나길 17 현대빌딩 2층 (개봉동),4,TRUE,TRUE,TRUE,TRUE,FALSE,08251,수도권,126.844760322443,37.502686578065,11_530
한양정형외과내과의원,내과의원,02-2687-1321,02-2687-1321,서울특별시,구로구,서울특별시 구로구 경인로 164 대일빌딩 (오류동),4,TRUE,TRUE,TRUE,TRUE,FALSE,08273,수도권,126.839968378442,37.4940224220979,11_530
정가정의학과의원,의원,02-2689-9823,02-2689-9823,서울특별시,구로구,"서울특별시 구로구 경인로 382 (개봉동, 한마을아파트)",0,FALSE,FALSE,FALSE,FALSE,FALSE,08275,수도권,126.863082153299,37.4963730035523,11_530
연세내과의원,내과의원,02-857-8275,02-857-8275,서울특별시,구로구,"서울특별시 구로구 구로동로26길 119 정엽빌딩 4,5층 (구로동)",4,TRUE,TRUE,TRUE,TRUE,FALSE,08312,수도권,126.890620654436,37.4900653805612,11_530
송영훈산부인과의원,의원,02-864-8985,02-864-8985,서울특별시,구로구,"서울특별시 구로구 구로중앙로 68 309호 (구로동, 신안타워)",0,FALSE,FALSE,FALSE,FALSE,FALSE,08301,수도권,126.888807280468,37.495860314768,11_530
연희산부인과의원,의원,02-2625-5002,02-2625-5002,서울특별시,구로구,서울특별시 구로구 경인로 193 상임빌딩 (오류동),0,FALSE,FALSE,FALSE,FALSE,FALSE,08269,수도권,126.842584579433,37.49576046373,11_530
최태진내과의원,내과의원,02-2681-7582,02-2681-7582,서울특별시,구로구,서울특별시 구로구 천왕로 32 천왕에이스프라자 302호 (천왕동),4,TRUE,TRUE,TRUE,TRUE,FALSE,08365,수도권,126.839785287842,37.4805805889512,11_530
